Id,Tweet,following,followers,actions,is_retweet,location,Type
6181,http://www.dailymail.co.uk/news/article-3593243/The-terrifying-moment-free-speech-crushed-brutal-Kenyan-riot-police.html … #StopPoliceBrutality . Absolutely disgusting. Terrible behaviour from police.,0.0,0.0,45.0,0.0,Gravesend UK,Quality
2895,Edible #bouquet anyone? Stunning arrangements fit for any foodie #bride. #wedding http://www.thebridalguide.ca/2016/05/stunning-bouquets-fit-for-the-foodie-bride/ …pic.twitter.com/yL7IxYb8cQ,12600.0,18300.0,,0.0,Ontario,Quality
6011,"*gets hit by a car*
Passerby: “ARE YOU OKAY?”
Me: “Please… I need my.. phone”
*opens Twitter*
Me: “LMFAO YALL GUESS WHAT""",16200.0,23200.0,1457.0,0.0,Peep @k_sinatra7 or you fake,Quality
11305,That's him I'm usually what they whisper bout either what chick he wit or his chip amount,0.0,22200.0,20.0,0.0,#MIA,Quality
10754,The first wave of Riot Fest lineup announcements will be coming your way tomorrow 9am CDT / 8 am MDT:http://ow.ly/xhEM300hVx8,13700.0,73900.0,316.0,0.0,Chicago,Quality
1978,me horny too,0.0,0.0,0.0,0.0,"Tauranga City, New Zealand",Quality
11071,Merkel Wants to Use Failed Iran Deal as Model to Solve North Korea Problem  https://t.co/DAkGReM4js,4745.0,2287.0,722.0,0.0,CLE,Spam
8115,#TopVideo Gay couples officially tie the knot after ruling http://t.co/pL2hilBtHa,8228.0,11787.0,4757.0,0.0,"Bayreuth, Germany",Spam
2323,Fidel at 90: a Revolutionary Life --American tribute to #Castro https://t.co/7ul7gmUFdj by @NatCounterPunch,550.0,463.0,2539.0,1.0,"Geneva, AL",Spam
1909,Cure cancer. Become a millionaire.https://twitter.com/throwitto8/status/732442828358307840 …,0.0,0.0,0.0,0.0,,Quality
3243,Full weekend of events planned to remember Tamir Rice: Sunday will mark one year since the tr... https://t.co/pAlrorRVDO #Cleveland #news,13400.0,12871.0,10960.0,0.0,Brooklyn - IG: Handsomeasshole,Spam
11578,Crews continue to repair water main break in Baltimore County https://t.co/xjNbCmKJ3b https://t.co/C61BpAYDQf,6498.0,7242.0,16920.0,0.0,"Сочи, Россия",Spam
9299,All the action! It's action packed from start to finish! https://t.co/izPzgq2iXW,45.0,59.0,52.0,1.0,"Buenos Aires, Argentina",Spam
763,Advice from our Publishing Director @KateEParkin on #writing for our #BeOurBeseller comp with @WHSmith - http://bit.ly/1TdYM2F,0.0,0.0,13.0,0.0,"Clinton, MS",Quality
4527,Brick WILL have his moment at graduation if Frankie has anything to say about it!https://amp.twimg.com/v/fbdb485b-e9c5-4de9-9bbc-cc853e17ba0a …,0.0,190000.0,441.0,0.0,,Quality
1533,A designing Villanova priest and the art of the vestment https://t.co/HfGjzrlUTn https://t.co/GicaZUqIef,8090.0,16165.0,15149.0,0.0,paneradise,Spam
717,Grassroots Conservative Group Calls on Senate GOP to DITCH MITCH! https://t.co/ZDquHQmD3m https://t.co/4gywbzFa2p,0.0,1.0,875.0,0.0,BROOKLYN,Spam
2311,"Houston 1 of 3 cities driving national murder rate higher, report says https://t.co/LfChNpSnUF https://t.co/vK0O3ZpMhN",6634.0,16635.0,17664.0,0.0,"Puerto Princesa City, Palawan",Spam
11322,@champagne_ste hello! Could we order three gas? Could you take all bottles away too as they're empty,0.0,0.0,,0.0,Bolton,Quality
7754,"Friends Travel 3,000 Miles for St. Patty's Day Tradition https://t.co/DhyU3bWmAC https://t.co/1Ks63UGKot",7560.0,16053.0,14449.0,0.0,Indonesia,Spam
5899,We've had nearly 500 Galway 2020 badges added in the last 24hrs! Thanks so much guys :) https://twitter.com/BlueNoteGalway/status/732579509715623936 …,15000.0,23200.0,,0.0,Galway / Gaillimh,Quality
50,"And I'm sick now, I just want to go home and die tbh",0.0,0.0,,0.0,I would die for Bill hxh,Quality
10540,Air Jordan 10 “Shanghai” // Detailed Look: The Air Jordan 10 “City Series” revival has be... http://bit.ly/1OBJcM1  ... via  @NiceKicks,0.0,0.0,0.0,0.0,Africa,Quality
8011,"This week, the Senate can join the House &amp; take a strong stand for the Middle Class families who are the backbone of America. Together, we will give the American people a big, beautiful Christmas present-a massive tax cut that lets Americans keep more o... https://t.co/FgxcmthCiS https://t.co/p7s7tFY0dn",246.0,2539.0,156730.0,0.0,sacra,Spam
6926,I'm getting tested for the breast cancer gene.. Wish it was something a little cooler,0.0,0.0,0.0,0.0,,Quality
9451,Jennylyn Mercado kind of woman sa Just The Three of Us.,0.0,0.0,23.0,0.0,ust ab,Quality
1173,"@hiitskendra thanks to your podcasts, I feel kind of prepared for being completely unprepared for momhood. #LazyGenius #LazySister",0.0,0.0,,0.0,,Quality
489,"March 3, 1991: Rodney King beating caught on video  https://t.co/HmgUUZgk39  25 years later #PoliceBrutality still continues",4288.0,4027.0,1421.0,0.0,Instagram: KitbagUK,Spam
12351,which company did you pick?,0.0,0.0,,1.0,"Los Angeles, CA",Quality
12183,Shocking Dashcam: Cops Walk Up to a Man for Looking Suspicious and Kill Him on the Ground  https://t.co/gpxZPoEWHr https://t.co/IYO5dBYjie,2970.0,2150.0,376.0,0.0,Michigan/Wisconsin,Spam
5204,#politics Bush to welfare women in 1994: 'Get a husband',74.0,173.0,8976.0,1.0,"Abuja, Nigeria",Spam
862,"Once again, @sonamakapoor has taken over the #Cannes red carpet: http://bit.ly/1WCj6en pic.twitter.com/oL0R7wPG2k",0.0,554000.0,,0.0,New Delhi,Quality
9460,Imagine if this were your reaction to a fictional TV show.pic.twitter.com/r1OJ3oiPE5,0.0,0.0,46.0,0.0,"Hendersonville, NC",Quality
11091,On Air: Bryan Kearney@Energy Box London 23 Feb 13 > http://bit.ly/1O359yf  > Playing Mauro Picotto - Ultimahora Ibiza (Original Mix),0.0,0.0,0.0,0.0,Italy,Quality
12295,REPORT : Diva Megyn Kelly Already CAUSING CHAOS at NBC! https://t.co/KtGQ6IRz32 #BEER https://t.co/P9VvgLC57H,0.0,1.0,69.0,0.0,Hope Word,Spam
1444,"Which strand of conservative Islam is bigger challenge for Bosnia?  Good reporting by @MalcolmBrabant @NewsHour
http://ow.ly/TXV8300hpfw",0.0,0.0,2.0,0.0,Global,Quality
6960,Pay For A Date https://wn.nr/x7RSbV,0.0,0.0,0.0,0.0,"Asti, Piedmont",Quality
2878,"They look like they're getting bigger every year! Yay, finally my prayers have been answered!! Haha! #EvilBoobs https://twitter.com/bieberrilla/status/732366850516996096 …",0.0,745000.0,,0.0,"B'klyn, NYC, LA",Quality
3280,Right after you endorse Cruz and admit selling out to the GOPe. #KYPrimary,0.0,0.0,,1.0,PA,Quality
4888,Cuyahoga County Republican Party Chairman Rob Frost warms to Donald Trump https://t.co/QCZzuP8K2z #politics,8989.0,16341.0,17179.0,0.0,satx,Spam
463,#INeedALawyerBecause the idiot in front of me didn't use his turn signal,3055.0,2189.0,4264.0,1.0,"Melbourne, Australia",Spam
11283,Russia: Syria deal bans U.S.-led coalition aircraft https://t.co/TkJyuKIYnu https://t.co/jyCX04OxMo,8786.0,20021.0,23393.0,0.0,"Los Angeles, Ca",Spam
9900,He Accidentally Set His Wife On Fire. What He Has To Say Now Is Shocking. https://t.co/AucnDnD9Wf,4665.0,2284.0,1624.0,0.0,RIV,Spam
3521,We see what you did there ;)https://twitter.com/stevecook/status/731907990731788289 …,0.0,206000.0,53.0,0.0,"Birmingham, England",Quality
7053,"After former NBA 3-point legend Ray Allen retired in November 2016, the two-time NBA champ picked up something... https://t.co/1sn4oUq3bz",795.0,938.0,6188.0,0.0,Hamilton Ontario,Spam
6907,Wichita to declare emergency for bar party https://t.co/3dl3AN4qoa #news,10008.0,24989.0,37511.0,0.0,"Tamil Nadu, India",Spam
7976,George W. Bush: Hard to fight the war on terror 'if we're in retreat' https://t.co/sSX4gzy9mq,4307.0,3383.0,17309.0,0.0,"Tamil Nadu, India",Spam
11282,This whole Mourinho fiasco is building up for a ' mutual consent ' ending,0.0,0.0,0.0,0.0,,Quality
3200,HAPPY BIRTHDAY KA & THE ORACLE MARKETING CLOUD @OracleMktgCloud @Oracle @Akeroyd #HappyBirthday #OMC #ORACLE RTpic.twitter.com/lnzFIRO33N,0.0,14900.0,,0.0,ATL & Palm Beach-South Beach,Quality
3341,Armed Ukrainian Ultranationalists Are Ready to March on Kiev #Kiev #ukrainenewsalert  http://t.co/1BeZaZfzEv http://t.co/YKfiSgN7Li,605.0,316.0,12137.0,1.0,watching star wars,Spam
552,"#cooking Healthy Urban Kitchen Cookbook: A simple, step-by-step system for shopping, cooking & eating the worlds… http://dlvr.it/LKvXlG",0.0,0.0,0.0,0.0,,Quality
10092,Everything Has Changed (feat. Ed Sheeran) by @taylorswift13 — https://path.com/p/47TONb,0.0,0.0,0.0,0.0,Indonesia,Quality
2456,Supreme Court turns down the GOP request to put new Pennsylvania congressional map on hold.  Republicans can't win without cheating. That's how they do it: the law is for everyone but them. That's how they think.,9294.0,8515.0,1132.0,0.0,"Joplin, Missouri",Spam
6730,If Disney Princesses Didnt Exist http://t.co/f21PGhMEj4 http://t.co/TMprR06OK5,1287.0,411.0,741.0,1.0,Birmingham,Spam
6698,Curated HedgeBz \| The Cory Booker-Kushner Link is weak https://t.co/K7yqAAv6Ax,983.0,493.0,221.0,0.0,Berlin,Spam
5060,"Careful, Katie, apparently Sam and Dean are controlled substances... http://fb.me/53Xtr1wVF",0.0,0.0,0.0,0.0,"ÜT: 44.753146,-93.177496",Quality
1115,"Freedom Fighters, who locked out MD FOP Conf, after release from central booking around 4am last night. #STOPFOP https://t.co/ztSU3eMiGT",806.0,739.0,1232.0,1.0,"Tifton, GA",Spam
56,J.R. Smith announces his return to the Cavs: The Cavs guard sent out a message on his Instagr... http://t.co/5qU95UjIuK #Cleveland #news,9993.0,13660.0,7858.0,0.0,"Joplin, Missouri",Spam
7220,#PPCHistory Standing with PPC https://t.co/rFDwyU0bZf,815.0,424.0,868.0,0.0,earth,Spam
5291,Goode was the very first Afro-American woman to receive a patent.,655.0,447.0,1004.0,1.0,SF Bay Area,Spam
4377,I actually look cute today,0.0,0.0,0.0,0.0,Laredo Tx,Quality
7964,Steven Van Zandt: 'We literally brought down the South African government' https://t.co/gqYHHs0Apf https://t.co/2mAhX0va1f,4265.0,3013.0,28084.0,0.0,"Austin, TX and LRWLee.com",Spam
4641,Current mood.pic.twitter.com/3AED6IkGxU,0.0,0.0,,0.0,Halifax,Quality
11121,CURRY https://twitter.com/WSHHVlDEOS/status/728403985925820416 …,0.0,0.0,,0.0,,Quality
5783,Why Does Mike Huckabee Want to Repeal The 17th Amendment? https://t.co/uWtx32Eyfm https://t.co/eQ8Wi6alT3,1.0,21.0,2593.0,0.0,People's Republic of China,Spam
8059,Senior Checkoutpic.twitter.com/qi8CzAtXWv,0.0,0.0,21.0,0.0,Lauderdale Lakes,Quality
6781,@reedbeming damn thanks dude,,0.0,,0.0,white house w cory the homie,Quality
11698,"Peace Era? Trump Vows To Stop U.S. Worldwide War, At Thank You Tour. https://t.co/So0EZQW12O @MrNegroMilitant https://t.co/3je0JBpJqJ",1128.0,868.0,2259.0,1.0,Minneapolis,Spam
2177,Lil Wayne – Tha Carter Iv [CD New] | Lil Wayne http://lilwayne.newsblog.website/index.php/2016/05/16/lil-wayne-tha-carter-iv-cd-new-18/ … http://fb.me/81L16r7uM,0.0,0.0,0.0,0.0,"Logroño, La Rioja",Quality
7543,Was it the toothbrush https://twitter.com/COSMOPOlETIC/status/732444993529380866 …,0.0,0.0,0.0,0.0,"if lost, pls return to Amelia",Quality
5583,""" Being someone's first love may be great but to be their last is beyond perfect.""
@_madirakshi #TrustYoupic.twitter.com/CYfRBqbuK7",0.0,0.0,,0.0,India,Quality
8829,More likely scenario is Peter Wright refuses to play with his set of darts.https://twitter.com/warrenallsworth/status/732588727311192064 …,0.0,0.0,0.0,0.0,"Houston, TX",Quality
6494,#alis BREAKING : U.S. Spy Satellites CATCH North Korea Attempting Sneaky Move https://t.co/ZYQow9eC4t #lis https://t.co/aPIsk9XtmD,2950.0,462.0,1222.0,0.0,complexo de marechal Hermes,Spam
4734,Actually writing is tedious. Not as tedious as reading though. Or just being alive. I've had enough. Goodbye.,0.0,236000.0,,0.0,Hertfordshire,Quality
2977,'@NIHprevents Boycott #Walmart! #USDA https://t.co/Uixx3fn6uV',54.0,83.0,527.0,1.0,Milky Way,Spam
4611,A personal favorite from my @Etsy shop http://etsy.me/1MykpSF,0.0,0.0,0.0,0.0,,Quality
9131,Listen to the #RolandMartinShow on the @tunein radio app w/ guest host @MichaelImhotep  @TheAHNShow... https://t.co/koY4hbF1R0,802.0,447.0,951.0,1.0,Republic of Korea,Spam
8142,"#just RT Lrihendry: If John McCain was not a traitor, then why was he pardoned by Nixon? Just asking. #lov #jan",3321.0,561.0,181.0,0.0,Eating icecream,Spam
2379,"Not that it matters but...
I think your new hairdo looks wonderful on U @Harry_Styles ...
But then again, what doens't?
;)
cc @MrsAnneTwist",0.0,0.0,0.0,0.0,,Quality
9410,VIDEO: 13 therapy horses killed in suspicious barn fire https://t.co/EQcDGwPvZ2 https://t.co/w6ip7AJH74,6575.0,17114.0,39440.0,0.0,The Matrix (NYC),Spam
2684,Me and my brotherpic.twitter.com/8pWUtkP7Kb,0.0,0.0,0.0,0.0,,Quality
1530,Trump has been campaigning for 16 months at 70 years old and he's doing 3 rallies a day into the close. That's the work ethic of a leader.,1552.0,1624.0,2352.0,1.0,Emhlabeni,Spam
12243,NP2AB: 2 Inch Black Slotted Mesh Net Pot For Hydroponics/Aquaponics/Orchids -... http://ebay.to/1nEnbzl pic.twitter.com/9SPljkX3if,0.0,0.0,0.0,0.0,,Quality
10782,Turn up the volume for a sneak peek of next week's Sample Tuesday box! pic.twitter.com/eyOr2yozPA,0.0,198000.0,,0.0,U.S.,Quality
5599,"Robber accidentally released from prison, taunts authorities by posting picture enjoying pint  http://t.co/foo51bnVl9 http://t.co/HGowLEs9O8",606.0,368.0,13813.0,1.0,"Lubbock, TX",Spam
3035,Another Deranged Liberal Arrested for THREATENING a Republican Lawmaker https://t.co/ewDbJrXDao https://t.co/hoy3tl31st,1.0,17.0,1573.0,0.0,"Swindon, England",Spam
6033,Brazil's Rousseff struggles to squash impeachment threat  #news,10358.0,11451.0,11044.0,0.0,barcelona,Spam
9604,"Colour Board : Sky blue high glue 
Meri Pyaari Bindupic.twitter.com/pK7xAH0HVo",0.0,0.0,7.0,0.0,,Quality
7516,Tomorrow. Toronto.pic.twitter.com/zWubYHdiNH,297000.0,105000000.0,,0.0,,Quality
11105,BRUH,0.0,0.0,,1.0,Melancholy Hill,Quality
1751,Nick Hernandez has been invited to speak at a seminar sponsored by the Hillsborough County ... - http://bit.ly/1NwLITI,0.0,0.0,0.0,0.0,Europe,Quality
5973,Michael Flynn plans to sell his Northern Virginia home' to fund 'crippling legal costs' of Russia probe...   The goal of an investigation should be to get to the truth. Not to destroy the person. Over what? https://t.co/PQU1Sd5WAp,248.0,2571.0,159953.0,1.0,"Buenos Aires, Argentina",Spam
7145,why doesn't issun want to ride around on my back :'(,0.0,0.0,0.0,0.0,,Quality
10821,Thanks to @dhldavidb for an excellent #kentlibchat this afternoon all about using professional standards to support info literacy work,0.0,0.0,,0.0,,Quality
4339,Yesung will record Duet Song Festival on 23rd May #예성 #Yesungpic.twitter.com/NUgIzyNVNz,0.0,0.0,35.0,0.0,,Quality
4615,https://t.co/CcoEfTKxJL #LooneyTunesSongLyrics,570.0,873.0,3536.0,1.0,Bklyn  🧢lanta,Spam
934,RT JimKuther: 2018 Elections look and see who we can get rid of #MAGA #FridayFeeling  #FridayNight  #saturdaykit https://t.co/qRESqAj1MK,1722.0,1616.0,8550.0,0.0,Fenway Park,Spam
10474,12 sporty and comfortable sandals to buy now and wear all season long: http://instyle.io/3SFRQZ1 pic.twitter.com/yifDR3WihS,0.0,4420000.0,68.0,0.0,"New York, NY",Quality
5210,Carrie Brownstein comes home to a changed Seattle  #local,3881.0,11502.0,13330.0,0.0,ZZZZzzzzzz,Spam
8015,#MattLasner  #DanGoldstein  Ivanka Trump Jet Blue  Meet the new faces of Alt-Left Liberalism https://t.co/wb6TavFhlm,1328.0,1908.0,6426.0,1.0,Miami / Scotland,Spam
1394,"Presumptive nominee of the Know Nothing Party, 2016https://twitter.com/realdonaldtrump/status/732377163505225728 …",0.0,0.0,0.0,0.0,"Pittsburgh, PA",Quality
7888,RT redalertnow: Where was the grand jury to investigate Hillary Clinton? - Judge Napolitano,1754.0,561.0,1742.0,0.0,uk,Spam
9862,Seen !!! https://twitter.com/lovequotes/status/732235497209245696 …,0.0,0.0,0.0,0.0,"Bronx, New york",Quality
7492,Gov. Inslee signs $16 billion transportation package  #local,13934.0,12672.0,7744.0,0.0,"Milan, Italy",Spam
10431,"Guy: what that mouth do
Me: talk shit, pendejo",0.0,0.0,17.0,0.0,Probaby high with Jaime,Quality
5004,Im just trying to level up,0.0,0.0,0.0,0.0,"Ann Arbor, MI",Quality
909,I'd use this job for my own benefits #ReasonIAmNotPresident,283.0,139.0,924.0,0.0,Morocco,Spam
9984,160517 TIFFANY pic.twitter.com/Gt8IfSD757,0.0,0.0,321.0,0.0,"'ᴍʏ ɢɪʀʟs, ᴍʏ ᴍᴇᴍᴏʀɪᴇs'",Quality
1693,"Love, sex and relationships! #GautamGulati bares it all in an exclusive interview : http://bit.ly/1YsQ6DI pic.twitter.com/2Ibgcs1JNG",0.0,636000.0,,0.0,"Mumbai, India",Quality
11439,they love to try,0.0,0.0,,0.0,,Quality
444,*stares into distance as a single tear rolls down my cheek*pic.twitter.com/aBJLfv5UvI,0.0,0.0,,0.0,"Austin, TX",Quality
6498,BREAKING VIDEO : Multiple Arrests at Trump Tower  https://t.co/zz13h9T2Nb,4997.0,1327.0,530.0,0.0,Georgia,Spam
4014,'@Briizayy__ @Simone101xo awful scene',1981.0,1175.0,4283.0,0.0,The Tech World,Spam
4807,"Huge bday wishes to this incredible,beautiful & talented woman.@rochelleaytes  hope ur have a fantastic day xpic.twitter.com/t6ahpV4yOn",0.0,384000.0,933.0,0.0,Los Angeles,Quality
5569,BREAKING: Black Lives Matter Thugs Deface Thomas Jefferson Statue https://t.co/laTeztkVwS https://t.co/QI71JNakMm,4823.0,2692.0,4386.0,0.0,Hoshido,Spam
5443,losing people in ur life with good memoriespic.twitter.com/Qt8eAfdy2n,98200.0,867000.0,,0.0,"Colorado, USA",Quality
4910,"Amid Constitutional Crisis, Haiti's President Releases a Sexist Carnival Song  #politics",12551.0,16741.0,6407.0,0.0,with Ali,Spam
8720,You gotta find someone who's so happy to have you,0.0,0.0,,0.0,,Quality
